Subject,Running,Correct_Response,Trigger,List1,List1.Sample,Prime,Target,Target2.ACC,Target2.RT
12,List1,6,170,70,59,waiflike,sick,1,444
12,List1,6,171,71,98,highly,worth,1,555
12,List1,6,172,72,2,stainless,thank,1,613
12,List1,6,173,73,195,warlike,tooth,1,429
12,List1,6,183,83,14,drawer,tract,1,899
12,List1,6,184,84,199,greenish,sculpt,1,695
12,List1,6,185,85,134,bookish,self,1,612
12,List1,6,186,86,143,drunken,fresh,1,564
12,List1,6,187,87,180,foolish,debt,0,26
12,List1,6,188,88,71,freakish,pray,1,530
12,List1,6,189,89,8,flaxen,profess,1,520
12,List1,6,190,90,165,hunter,soft,1,415
12,List1,6,191,91,78,sailor,fast,1,474
12,List2,6,1,1,56,breadth,bread,1,488
12,List2,6,2,2,14,hearth,hear,1,407
12,List2,6,3,3,34,youth,you,1,395
12,List2,6,8,8,85,career,car,1,415
12,List2,6,9,9,148,ratify,rat,1,423
12,List2,6,10,10,3,factory,fact,1,484
12,List2,6,11,11,188,pillory,pill,1,488
12,List2,6,15,15,12,seedling,seed,1,382
12,List2,6,16,16,166,warmth,warm,1,387
12,List2,6,17,17,159,fourth,four,1,409
12,List2,6,18,18,190,boyhood,boy,1,409
12,List2,6,19,19,72,eleventh,eleven,1,492
12,List2,6,20,20,68,sixth,six,1,404
12,List2,6,21,21,50,duckling,duck,1,431
12,List2,6,22,22,43,stardom,star,1,630
12,List2,6,23,23,96,manhood,man,1,499
12,List2,6,33,33,125,cashier,cash,1,489
12,List2,6,34,34,19,solidify,solid,1,647
12,List2,6,35,35,124,fortify,fort,1,720
12,List2,6,36,36,55,profiteer,profit,1,440
12,List2,6,37,37,115,directory,direct,1,535
12,List2,6,38,38,129,armory,arm,1,666
12,List2,6,39,39,21,acidify,acid,1,504
12,List2,6,40,40,76,frontier,front,1,477
12,List2,6,41,41,108,humidify,humid,1,541
12,List2,6,51,51,91,witness,wit,1,585
12,List2,6,53,53,153,listen,list,1,431
12,List2,6,54,54,134,pastor,past,1,507
12,List2,6,55,55,114,banish,ban,1,495
12,List2,6,56,56,90,heathen,heath,0,561
12,List2,6,57,57,126,mister,mist,1,537
12,List2,6,58,58,11,raptor,rapt,1,550
12,List2,6,65,65,181,helpless,help,1,414
12,List2,6,66,66,82,chiefly,chief,1,495
12,List2,6,67,67,111,strongly,strong,1,430
12,List2,6,68,68,52,deafness,deaf,1,431
12,List2,6,69,69,73,deadly,dead,1,548
12,List2,6,70,70,185,sickness,sick,1,407
12,List2,6,71,71,176,worthless,worth,1,501
12,List2,6,72,72,63,thankless,thank,1,570
12,List2,6,73,73,51,toothless,tooth,1,471
12,List2,6,83,83,61,tractor,tract,1,658
12,List2,6,84,84,65,sculptor,sculpt,1,475
12,List2,6,85,85,151,selfish,self,1,439
12,List2,6,86,86,145,freshen,fresh,1,494
12,List2,6,87,87,60,debtor,debt,1,666
12,List2,6,88,88,200,prayer,pray,1,410
12,List2,6,89,89,167,professor,profess,1,571
12,List2,6,90,90,131,soften,soft,1,426
12,List2,6,91,91,182,fasten,fast,1,438
12,List2,6,104,4,191,breadth,kind,1,417
12,List2,6,105,5,197,hearth,dump,1,506
12,List2,6,106,6,146,youth,ran,1,486
12,List2,6,107,7,104,pillory,dear,1,604
12,List2,6,112,12,163,career,hick,1,522
12,List2,6,113,13,4,ratify,audit,1,676
12,List2,6,114,14,147,factory,test,1,503
12,List2,6,124,24,107,seedling,bore,1,629
12,List2,6,125,25,78,warmth,ten,1,494
12,List2,6,126,26,13,fourth,free,1,391
12,List2,6,127,27,113,boyhood,king,1,454
12,List2,6,128,28,187,eleventh,sap,0,552
12,List2,6,129,29,144,sixth,earth,1,606
12,List2,6,130,30,157,duckling,grow,1,456
12,List2,6,131,31,54,stardom,serf,1,688
12,List2,6,132,32,156,manhood,heal,1,440
12,List2,6,142,42,81,cashier,class,1,462
12,List2,6,143,43,32,solidify,hotel,1,547
12,List2,6,144,44,119,fortify,market,1,536
12,List2,6,145,45,199,profiteer,just,1,419
12,List2,6,146,46,105,directory,court,1,708
12,List2,6,147,47,152,armory,null,1,815
12,List2,6,148,48,71,acidify,racket,1,596
12,List2,6,149,49,173,frontier,musket,1,485
12,List2,6,150,50,24,humidify,cloth,1,489
12,List2,6,152,52,180,witness,imp,1,646
12,List2,6,159,59,17,listen,flow,1,416
12,List2,6,160,60,158,pastor,trait,1,609
12,List2,6,161,61,175,banish,limb,1,556
12,List2,6,162,62,168,heathen,hung,1,587
12,List2,6,163,63,164,mister,poll,1,514
12,List2,6,164,64,162,raptor,van,1,490
12,List2,6,174,74,155,helpless,weak,1,472
12,List2,6,175,75,132,chiefly,great,1,458
12,List2,6,176,76,2,strongly,ill,1,595
12,List2,6,177,77,174,deafness,calm,1,557
12,List2,6,178,78,27,deadly,death,1,513
12,List2,6,179,79,77,sickness,waif,1,621
12,List2,6,180,80,42,worthless,high,1,414
12,List2,6,181,81,47,thankless,stain,1,614
12,List2,6,182,82,196,toothless,war,1,490
12,List2,6,192,92,8,tractor,draw,1,525
12,List2,6,193,93,18,sculptor,green,1,568
12,List2,6,194,94,79,selfish,book,1,398
12,List2,6,195,95,171,freshen,drunk,1,404
12,List2,6,196,96,31,debtor,fool,1,475
12,List2,6,197,97,36,prayer,freak,1,692
12,List2,6,198,98,141,professor,flax,1,541
12,List2,6,199,99,10,soften,hunt,1,550
12,List2,6,200,100,70,fasten,sail,1,460
12,List1,5,245,101,114,cavalier,caval,0,698
12,List1,5,245,102,166,brigadier,brigad,1,908
12,List1,5,245,103,168,chevalier,cheval,1,621
12,List1,5,245,104,73,chandelier,chandel,1,787
12,List1,5,245,105,51,adulatory,adulat,0,1040
12,List1,5,245,106,82,amatory,amat,1,779
12,List1,5,245,107,25,arbory,arb,0,564
12,List1,5,245,108,1,curatory,curat,1,209
12,List1,5,245,109,128,dormitory,dormit,1,673
12,List1,5,245,110,49,olfactory,olfact,1,672
12,List1,5,245,111,151,territory,territ,1,616
12,List1,5,245,112,170,domineer,domin,1,782
12,List1,5,245,113,102,mutineer,mutin,1,581
12,List1,5,245,114,36,celestify,celest,1,814
12,List1,5,245,115,16,corporify,corpor,0,684
12,List1,5,245,116,107,daintify,daint,1,212
12,List1,5,245,117,69,dandify,dand,0,521
12,List1,5,245,118,95,fructify,fruct,1,701
12,List1,5,245,119,18,sensify,sens,1,685
12,List1,5,245,120,189,veneer,ven,1,754
12,List1,5,245,121,136,reindeer,reind,1,749
12,List1,5,245,122,161,carbineer,carbin,1,549
12,List1,5,245,123,6,donatory,donat,1,983
12,List1,5,245,124,178,excretory,excret,1,617
12,List1,5,245,125,4,gustatory,gustat,1,686
12,List1,5,245,126,148,monitory,monit,1,762
12,List1,5,245,127,132,purgatory,purgat,1,571
12,List1,5,245,128,118,rectory,rect,1,1148
12,List1,5,245,129,147,refectory,refect,0,430
12,List1,5,245,130,105,revisory,revis,1,1547
12,List1,5,245,131,149,senatory,senat,1,535
12,List1,5,245,132,193,signatory,signat,0,820
12,List1,5,245,133,187,alkalify,alkal,1,585
12,List1,5,245,134,127,calcify,calc,1,557
12,List1,5,245,135,86,calorify,calor,1,669
12,List1,5,245,136,76,capacify,capac,1,633
12,List1,5,245,137,160,diabolify,diabol,1,544
12,List1,5,245,138,173,horrify,horr,1,754
12,List1,5,245,139,191,modify,mod,0,443
12,List1,5,245,140,123,prettify,prett,0,563
12,List1,5,245,141,154,stratify,strat,1,669
12,List1,5,245,142,100,terrify,terr,1,660
12,List1,5,245,143,48,damnatory,damnat,1,868
12,List1,5,245,144,140,piscatory,piscat,1,607
12,List1,5,245,145,91,darling,dar,1,843
12,List1,5,245,146,130,sibling,sib,1,674
12,List1,5,245,147,47,wisdom,wis,1,711
12,List1,5,245,148,88,offertory,offert,1,686
12,List1,5,245,149,10,crematory,cremat,1,841
12,List1,5,245,150,198,carnify,carn,0,587
12,List1,5,246,151,27,eternish,etern,1,877
12,List1,5,246,152,3,guinness,guin,1,914
12,List1,5,246,153,129,simply,simp,1,718
12,List1,5,246,154,139,brambly,bramb,1,603
12,List1,5,246,155,13,grizzly,grizz,0,743
12,List1,5,246,156,175,sprightly,spright,1,779
12,List1,5,246,157,61,brinish,brin,1,765
12,List1,5,246,158,106,flemish,flem,1,911
12,List1,5,246,159,29,skirmish,skirm,0,774
12,List1,5,246,160,5,varnish,varn,1,1003
12,List1,5,246,161,157,aspirator,aspirat,1,635
12,List1,5,246,162,103,aviator,aviat,1,554
12,List1,5,246,163,200,bachelor,bachel,1,595
12,List1,5,246,164,56,corridor,corrid,1,711
12,List1,5,246,165,110,creator,creat,1,936
12,List1,5,246,166,19,realtor,realt,0,866
12,List1,5,246,167,62,broiden,broid,1,610
12,List1,5,246,168,174,burden,burd,1,575
12,List1,5,246,169,101,spearmen,spearm,0,801
12,List1,5,246,170,33,spoken,spok,1,704
12,List1,5,246,171,99,stamen,stam,0,432
12,List1,5,246,172,89,trouser,trous,1,786
12,List1,5,246,173,190,smoulder,smould,1,591
12,List1,5,246,174,11,spinster,spinst,1,670
12,List1,5,246,175,46,tamper,tamp,0,483
12,List1,5,246,176,131,thunder,thund,1,591
12,List1,5,246,177,85,monger,mong,1,656
12,List1,5,246,178,44,pamper,pamp,0,466
12,List1,5,246,179,34,semester,semest,1,517
12,List1,5,246,180,159,hamper,hamp,0,388
12,List1,5,246,181,186,jasper,jasp,1,717
12,List1,5,246,182,31,dander,dand,1,823
12,List1,5,246,183,177,cluster,clust,0,588
12,List1,5,246,184,15,clyster,clyst,1,656
12,List1,5,246,185,92,betroth,betro,1,544
12,List1,5,246,186,124,birth,bir,1,647
12,List1,5,246,187,152,belly,bel,1,620
12,List1,5,246,188,117,comply,comp,0,544
12,List1,5,246,189,121,purply,purp,1,922
12,List1,5,246,190,87,spindly,spind,1,113
12,List1,5,246,191,65,sprawly,spraw,0,471
12,List1,5,246,192,184,brackish,brack,1,860
12,List1,5,246,193,135,snakish,snak,1,641
12,List1,5,246,194,70,condor,cond,1,702
12,List1,5,246,195,55,curator,curat,0,970
12,List1,5,246,196,26,harbor,harb,0,584
12,List1,5,246,197,94,mirror,mirr,1,1009
12,List1,5,246,198,185,lichen,lich,1,808
12,List1,5,246,199,83,women,wom,1,759
12,List1,5,246,200,167,tinder,tind,1,664
12,List2,5,245,101,94,amplifier,amplif,1,610
12,List2,5,245,102,100,amusing,amus,1,579
12,List2,5,245,103,195,apprising,appris,1,554
12,List2,5,245,104,120,arising,aris,1,648
12,List2,5,245,105,160,blaming,blam,1,833
12,List2,5,245,106,110,candify,cand,1,709
12,List2,5,245,107,30,capturing,captur,1,618
12,List2,5,245,108,117,certify,cert,1,583
12,List2,5,245,109,22,clarify,clar,1,608
12,List2,5,245,110,59,clumsier,clums,0,593
12,List2,5,245,111,48,comelier,comel,1,614
12,List2,5,245,112,137,comparing,compar,1,532
12,List2,5,245,113,186,competing,compet,1,559
12,List2,5,245,114,93,conditory,condit,0,834
12,List2,5,245,115,58,crating,crat,1,649
12,List2,5,245,116,86,culpatory,culpat,1,632
12,List2,5,245,117,179,dandify,dand,1,629
12,List2,5,245,118,16,dilatory,dilat,1,607
12,List2,5,245,119,67,dinkier,dink,1,651
12,List2,5,245,120,7,dizzier,dizz,0,493
12,List2,5,245,121,161,droning,dron,1,602
12,List2,5,245,122,133,emptier,empt,1,499
12,List2,5,245,123,28,emulatory,emulat,1,10
12,List2,5,245,124,112,emulsify,emuls,1,582
12,List2,5,245,125,69,felicify,felic,1,524
12,List2,5,245,126,109,flimsier,flims,0,493
12,List2,5,245,127,122,forcing,forc,1,537
12,List2,5,245,128,138,forging,forg,1,612
12,List2,5,245,129,45,fumify,fum,1,669
12,List2,5,245,130,189,hortatory,hortat,1,560
12,List2,5,245,131,95,lonelier,lonel,1,610
12,List2,5,245,132,74,monitory,monit,1,596
12,List2,5,245,133,29,nippier,nipp,1,594
12,List2,5,245,134,41,nuttier,nutt,1,965
12,List2,5,245,135,183,peskier,pesk,1,623
12,List2,5,245,136,35,punitory,punit,1,636
12,List2,5,245,137,84,purifier,purif,1,879
12,List2,5,245,138,177,ropier,rop,1,789
12,List2,5,245,139,44,stratify,strat,1,1006
12,List2,5,245,140,38,terrify,terr,1,564
12,List2,5,245,141,165,territory,territ,1,587
12,List2,5,245,142,130,garaging,garag,1,530
12,List2,5,245,143,64,gliding,glid,1,587
12,List2,5,245,144,1,gouging,goug,1,627
12,List2,5,245,145,102,grating,grat,1,699
12,List2,5,245,146,33,hiking,hik,1,627
12,List2,5,245,147,62,impeding,imped,1,514
12,List2,5,245,148,128,lopping,lopp,1,625
12,List2,5,245,149,142,merging,merg,1,717
12,List2,5,245,150,136,parading,parad,1,604
12,List2,5,246,151,9,barmen,barm,1,549
12,List2,5,246,152,184,brazen,braz,1,511
12,List2,5,246,153,6,broken,brok,1,1701
12,List2,5,246,154,150,fifteen,fifte,1,558
12,List2,5,246,155,118,gotten,gott,1,856
12,List2,5,246,156,169,happen,happ,1,572
12,List2,5,246,157,92,kitchen,kitch,1,729
12,List2,5,246,158,154,stolen,stol,1,592
12,List2,5,246,159,5,worsen,wors,1,228
12,List2,5,246,160,178,writhen,writh,1,637
12,List2,5,246,161,98,blemish,blem,1,562
12,List2,5,246,162,53,furbish,furb,1,568
12,List2,5,246,163,192,skirmish,skirm,1,601
12,List2,5,246,164,25,angrily,angri,1,585
12,List2,5,246,165,121,bimonthly,bimonth,1,576
12,List2,5,246,166,75,colly,col,1,581
12,List2,5,246,167,198,dishevely,disheve,1,595
12,List2,5,246,168,135,equably,equab,1,539
12,List2,5,246,169,172,glibly,glib,1,557
12,List2,5,246,170,37,humbly,humb,1,740
12,List2,5,246,171,103,rally,ral,1,587
12,List2,5,246,172,39,spindly,spind,1,565
12,List2,5,246,173,101,suitably,suitab,1,563
12,List2,5,246,174,193,treacly,treac,1,593
12,List2,5,246,175,46,trembly,tremb,1,534
12,List2,5,246,176,97,variably,variab,1,546
12,List2,5,246,177,123,baroness,baro,1,496
12,List2,5,246,178,57,deaconess,deaco,1,537
12,List2,5,246,179,140,guinness,guin,1,701
12,List2,5,246,180,127,haziness,hazi,1,865
12,List2,5,246,181,139,accusor,accus,1,484
12,List2,5,246,182,20,advisor,advis,1,655
12,List2,5,246,183,106,alluminor,allumin,1,660
12,List2,5,246,184,170,author,auth,1,676
12,List2,5,246,185,26,aviator,aviat,1,1049
12,List2,5,246,186,89,censor,cens,1,665
12,List2,5,246,187,15,cursor,curs,1,783
12,List2,5,246,188,194,devisor,devis,1,498
12,List2,5,246,189,87,emperor,emper,1,624
12,List2,5,246,190,49,guarantor,guarant,1,423
12,List2,5,246,191,116,literator,literat,1,623
12,List2,5,246,192,80,paritor,parit,1,710
12,List2,5,246,193,143,recaptor,recapt,0,486
12,List2,5,246,194,83,redactor,redact,1,679
12,List2,5,246,195,99,tremor,trem,1,490
12,List2,5,246,196,149,vector,vect,1,614
12,List2,5,246,197,40,terribly,terrib,1,621
12,List2,5,246,198,88,tolerably,tolerab,1,576
12,List2,5,246,199,66,volubly,volub,1,531
12,List2,5,246,200,23,wiggly,wigg,1,736
14,List1,6,1,1,113,breadth,bread,1,613
14,List1,6,2,2,5,hearth,hear,1,748
14,List1,6,3,3,59,youth,you,1,545
14,List1,6,8,8,143,career,car,1,709
14,List1,6,9,9,67,ratify,rat,1,602
14,List1,6,10,10,36,factory,fact,1,635
14,List1,6,11,11,177,pillory,pill,1,621
14,List1,6,15,15,54,seedling,seed,1,936
14,List1,6,16,16,145,warmth,warm,1,565
14,List1,6,17,17,192,fourth,four,1,577
14,List1,6,18,18,77,boyhood,boy,1,653
14,List1,6,19,19,68,eleventh,eleven,1,555
14,List1,6,20,20,139,sixth,six,1,476
14,List1,6,21,21,102,duckling,duck,1,619
14,List1,6,22,22,161,stardom,star,1,609
14,List1,6,23,23,178,manhood,man,1,565
14,List1,6,33,33,99,cashier,cash,1,635
14,List1,6,34,34,34,solidify,solid,1,658
14,List1,6,35,35,137,fortify,fort,1,555
14,List1,6,36,36,70,profiteer,profit,1,891
14,List1,6,37,37,195,directory,direct,1,881
14,List1,6,38,38,57,armory,arm,1,624
14,List1,6,39,39,119,acidify,acid,1,599
14,List1,6,40,40,118,frontier,front,1,583
14,List1,6,41,41,199,humidify,humid,1,642
14,List1,6,51,51,26,witness,wit,1,681
14,List1,6,53,53,42,listen,list,0,1045
14,List1,6,54,54,101,pastor,past,1,778
14,List1,6,55,55,150,banish,ban,1,782
14,List1,6,56,56,73,heathen,heath,1,692
14,List1,6,57,57,51,mister,mist,1,535
14,List1,6,58,58,3,raptor,rapt,1,875
14,List1,6,65,65,74,helpless,help,1,588
14,List1,6,66,66,151,chiefly,chief,1,806
14,List1,6,67,67,39,strongly,strong,1,636
14,List1,6,68,68,7,deafness,deaf,1,1085
14,List1,6,69,69,127,deadly,dead,1,497
14,List1,6,70,70,167,sickness,sick,1,619
14,List1,6,71,71,116,worthless,worth,1,534
14,List1,6,72,72,6,thankless,thank,1,668
14,List1,6,73,73,63,toothless,tooth,1,538
14,List1,6,83,83,126,tractor,tract,1,760
14,List1,6,84,84,111,sculptor,sculpt,1,709
14,List1,6,85,85,45,selfish,self,1,565
14,List1,6,86,86,144,freshen,fresh,1,509
14,List1,6,87,87,183,debtor,debt,1,606
14,List1,6,88,88,55,prayer,pray,1,567
14,List1,6,89,89,61,professor,profess,1,817
14,List1,6,90,90,107,soften,soft,1,612
14,List1,6,91,91,10,fasten,fast,1,637
14,List1,6,104,4,120,breadth,kind,1,519
14,List1,6,105,5,28,hearth,dump,1,793
14,List1,6,106,6,8,youth,ran,1,716
14,List1,6,107,7,85,pillory,dear,1,535
14,List1,6,112,12,164,career,hick,0,826
14,List1,6,113,13,153,ratify,audit,1,663
14,List1,6,114,14,114,factory,test,1,661
14,List1,6,124,24,81,seedling,bore,1,1006
14,List1,6,125,25,78,warmth,ten,1,525
14,List1,6,126,26,138,fourth,free,1,555
14,List1,6,127,27,133,boyhood,king,1,531
14,List1,6,128,28,41,eleventh,sap,1,861
14,List1,6,129,29,60,sixth,earth,1,641
14,List1,6,130,30,69,duckling,grow,1,563
14,List1,6,131,31,80,stardom,serf,0,1037
14,List1,6,132,32,168,manhood,heal,1,619
14,List1,6,142,42,9,cashier,class,1,692
14,List1,6,143,43,14,solidify,hotel,1,566
14,List1,6,144,44,122,fortify,market,1,616
14,List1,6,145,45,86,profiteer,just,1,535
14,List1,6,146,46,35,directory,court,1,707
14,List1,6,147,47,33,armory,null,1,834
14,List1,6,148,48,21,acidify,racket,1,727
14,List1,6,149,49,18,frontier,musket,0,855
14,List1,6,150,50,48,humidify,cloth,1,686
14,List1,6,152,52,181,witness,imp,1,1062
14,List1,6,159,59,155,listen,flow,1,536
14,List1,6,160,60,154,pastor,trait,1,591
14,List1,6,161,61,149,banish,limb,1,622
14,List1,6,162,62,176,heathen,hung,1,869
14,List1,6,163,63,115,mister,poll,1,622
14,List1,6,164,64,141,raptor,van,1,564
14,List1,6,174,74,147,helpless,weak,1,470
14,List1,6,175,75,163,chiefly,great,1,617
14,List1,6,176,76,17,strongly,ill,1,807
14,List1,6,177,77,50,deafness,calm,1,519
14,List1,6,178,78,38,deadly,death,1,604
14,List1,6,179,79,140,sickness,waif,0,916
14,List1,6,180,80,82,worthless,high,1,566
14,List1,6,181,81,200,thankless,stain,1,570
14,List1,6,182,82,58,toothless,war,1,528
14,List1,6,192,92,103,tractor,draw,1,555
14,List1,6,193,93,198,sculptor,green,1,802
14,List1,6,194,94,172,selfish,book,1,555
14,List1,6,195,95,130,freshen,drunk,1,554
14,List1,6,196,96,169,debtor,fool,1,691
14,List1,6,197,97,12,prayer,freak,1,605
14,List1,6,198,98,129,professor,flax,1,593
14,List1,6,199,99,182,soften,hunt,1,606
14,List1,6,200,100,108,fasten,sail,1,708
14,List2,6,4,4,200,kindling,kind,1,644
14,List2,6,5,5,95,dumpling,dump,1,579
14,List2,6,6,6,3,random,ran,1,525
14,List2,6,7,7,151,dearth,dear,1,664
14,List2,6,12,12,156,hickory,hick,0,768
14,List2,6,13,13,86,auditory,audit,1,792
14,List2,6,14,14,114,testify,test,1,711
14,List2,6,24,24,112,boredom,bore,1,790
14,List2,6,25,25,185,tenth,ten,1,504
14,List2,6,26,26,14,freedom,free,1,496
14,List2,6,27,27,79,kingdom,king,0,687
14,List2,6,28,28,55,sapling,sap,1,737
14,List2,6,29,29,52,earthling,earth,1,480
14,List2,6,30,30,5,growth,grow,1,573
14,List2,6,31,31,78,serfdom,serf,1,1142
14,List2,6,32,32,148,health,heal,1,855
14,List2,6,42,42,12,classify,class,1,567
14,List2,6,43,43,135,hotelier,hotel,1,660
14,List2,6,44,44,116,marketeer,market,1,751
14,List2,6,45,45,51,justify,just,1,520
14,List2,6,46,46,166,courtier,court,1,700
14,List2,6,47,47,169,nullify,null,1,564
14,List2,6,48,48,136,racketeer,racket,1,884
14,List2,6,49,49,69,musketeer,musket,1,636
14,List2,6,50,50,129,clothier,cloth,1,627
14,List2,6,52,52,119,imply,imp,0,1152
14,List2,6,59,59,1,flower,flow,1,956
14,List2,6,60,60,27,traitor,trait,1,539
14,List2,6,61,61,168,limber,limb,1,587
14,List2,6,62,62,4,hunger,hung,1,509
14,List2,6,63,63,137,pollen,poll,1,708
14,List2,6,64,64,11,vanish,van,1,791
14,List2,6,74,74,15,weakness,weak,1,464
14,List2,6,75,75,65,greatly,great,1,563
14,List2,6,76,76,92,illness,ill,1,610
14,List2,6,77,77,150,calmness,calm,1,687
14,List2,6,78,78,163,deathlike,death,1,547
14,List2,6,79,79,68,waiflike,waif,1,916
14,List2,6,80,80,83,highly,high,1,608
14,List2,6,81,81,199,stainless,stain,1,611
14,List2,6,82,82,144,warlike,war,1,566
14,List2,6,92,92,174,drawer,draw,1,653
14,List2,6,93,93,93,greenish,green,1,690
14,List2,6,94,94,164,bookish,book,1,611
14,List2,6,95,95,106,drunken,drunk,1,717
14,List2,6,96,96,49,foolish,fool,1,472
14,List2,6,97,97,94,freakish,freak,1,594
14,List2,6,98,98,66,flaxen,flax,1,587
14,List2,6,99,99,41,hunter,hunt,1,645
14,List2,6,100,100,187,sailor,sail,1,504
14,List2,6,101,1,73,kindling,bread,1,590
14,List2,6,102,2,80,dumpling,hear,1,735
14,List2,6,103,3,50,random,you,1,920
14,List2,6,108,8,77,hickory,car,1,622
14,List2,6,109,9,19,auditory,rat,1,592
14,List2,6,110,10,2,testify,fact,1,525
14,List2,6,111,11,115,dearth,pill,1,631
14,List2,6,115,15,62,boredom,seed,1,723
14,List2,6,116,16,126,tenth,warm,1,570
14,List2,6,117,17,99,freedom,four,1,667
14,List2,6,118,18,47,kingdom,boy,1,591
14,List2,6,119,19,195,sapling,eleven,1,610
14,List2,6,120,20,60,earthling,six,1,666
14,List2,6,121,21,21,growth,duck,1,649
14,List2,6,122,22,157,serfdom,star,1,601
14,List2,6,123,23,154,health,man,1,585
14,List2,6,133,33,85,classify,cash,1,712
14,List2,6,134,34,38,hotelier,solid,1,597
14,List2,6,135,35,43,marketeer,fort,1,750
14,List2,6,136,36,182,justify,profit,1,615
14,List2,6,137,37,179,courtier,direct,1,607
14,List2,6,138,38,32,nullify,arm,1,571
14,List2,6,139,39,98,racketeer,acid,1,659
14,List2,6,140,40,113,musketeer,front,1,607
14,List2,6,141,41,88,clothier,humid,1,640
14,List2,6,151,51,197,imply,wit,1,731
14,List2,6,153,53,198,flower,list,0,643
14,List2,6,154,54,127,traitor,past,1,602
14,List2,6,155,55,122,limber,ban,1,848
14,List2,6,156,56,117,hunger,heath,0,1736
14,List2,6,157,57,103,pollen,mist,1,612
14,List2,6,158,58,97,vanish,rapt,1,955
14,List2,6,165,65,87,weakness,help,1,592
14,List2,6,166,66,183,greatly,chief,1,623
14,List2,6,167,67,81,illness,strong,1,583
14,List2,6,168,68,31,calmness,deaf,1,539
14,List2,6,169,69,64,deathlike,dead,1,555
14,List2,6,170,70,42,waiflike,sick,1,614
14,List2,6,171,71,160,highly,worth,1,650
14,List2,6,172,72,171,stainless,thank,1,732
14,List2,6,173,73,162,warlike,tooth,1,562
14,List2,6,183,83,125,drawer,tract,1,769
14,List2,6,184,84,53,greenish,sculpt,1,656
14,List2,6,185,85,39,bookish,self,1,557
14,List2,6,186,86,152,drunken,fresh,1,624
14,List2,6,187,87,138,foolish,debt,1,597
14,List2,6,188,88,54,freakish,pray,1,704
14,List2,6,189,89,167,flaxen,profess,1,620
14,List2,6,190,90,190,hunter,soft,1,577
14,List2,6,191,91,58,sailor,fast,1,610
14,List1,5,245,101,132,amplifier,amplif,1,1026
14,List1,5,245,102,187,amusing,amus,1,783
14,List1,5,245,103,47,apprising,appris,1,726
14,List1,5,245,104,84,arising,aris,1,679
14,List1,5,245,105,173,blaming,blam,1,932
14,List1,5,245,106,105,candify,cand,1,676
14,List1,5,245,107,44,capturing,captur,1,789
14,List1,5,245,108,20,certify,cert,1,759
14,List1,5,245,109,128,clarify,clar,1,769
14,List1,5,245,110,75,clumsier,clums,1,829
14,List1,5,245,111,180,comelier,comel,1,1118
14,List1,5,245,112,11,comparing,compar,1,861
14,List1,5,245,113,158,competing,compet,1,753
14,List1,5,245,114,135,conditory,condit,1,971
14,List1,5,245,115,76,crating,crat,1,741
14,List1,5,245,116,15,culpatory,culpat,1,846
14,List1,5,245,117,189,dandify,dand,1,672
14,List1,5,245,118,2,dilatory,dilat,1,1115
14,List1,5,245,119,170,dinkier,dink,1,1332
14,List1,5,245,120,156,dizzier,dizz,1,664
14,List1,5,245,121,123,droning,dron,1,880
14,List1,5,245,122,142,emptier,empt,0,693
14,List1,5,245,123,19,emulatory,emulat,1,976
14,List1,5,245,124,179,emulsify,emuls,1,629
14,List1,5,245,125,190,felicify,felic,1,648
14,List1,5,245,126,64,flimsier,flims,1,882
14,List1,5,245,127,112,forcing,forc,1,670
14,List1,5,245,128,88,forging,forg,1,688
14,List1,5,245,129,96,fumify,fum,1,626
14,List1,5,245,130,52,hortatory,hortat,1,735
14,List1,5,245,131,171,lonelier,lonel,1,756
14,List1,5,245,132,79,monitory,monit,1,701
14,List1,5,245,133,121,nippier,nipp,1,792
14,List1,5,245,134,30,nuttier,nutt,1,1066
14,List1,5,245,135,92,peskier,pesk,1,912
14,List1,5,245,136,94,punitory,punit,0,985
14,List1,5,245,137,117,purifier,purif,1,782
14,List1,5,245,138,185,ropier,rop,1,782
14,List1,5,245,139,90,stratify,strat,1,752
14,List1,5,245,140,106,terrify,terr,1,692
14,List1,5,245,141,91,territory,territ,1,632
14,List1,5,245,142,152,garaging,garag,1,911
14,List1,5,245,143,87,gliding,glid,1,784
14,List1,5,245,144,37,gouging,goug,1,779
14,List1,5,245,145,162,grating,grat,1,793
14,List1,5,245,146,95,hiking,hik,1,705
14,List1,5,245,147,186,impeding,imped,1,719
14,List1,5,245,148,175,lopping,lopp,1,572
14,List1,5,245,149,66,merging,merg,1,811
14,List1,5,245,150,25,parading,parad,1,704
14,List1,5,246,151,97,barmen,barm,1,586
14,List1,5,246,152,166,brazen,braz,1,802
14,List1,5,246,153,184,broken,brok,1,702
14,List1,5,246,154,24,fifteen,fifte,1,808
14,List1,5,246,155,46,gotten,gott,1,757
14,List1,5,246,156,165,happen,happ,1,938
14,List1,5,246,157,62,kitchen,kitch,1,858
14,List1,5,246,158,174,stolen,stol,1,644
14,List1,5,246,159,71,worsen,wors,1,1227
14,List1,5,246,160,65,writhen,writh,0,483
14,List1,5,246,161,23,blemish,blem,0,720
14,List1,5,246,162,159,furbish,furb,1,977
14,List1,5,246,163,193,skirmish,skirm,0,753
14,List1,5,246,164,100,angrily,angri,1,1035
14,List1,5,246,165,191,bimonthly,bimonth,1,1048
14,List1,5,246,166,40,colly,col,1,716
