Subject,Session,Group,Block,Procedure,Running,Correct_Response,Trigger,List1,List1.Cycle,List1.Sample,Prime,Target,Target2.ACC,Target2.CRESP,Target2.DurationError,Target2.OnsetDelay,Target2.OnsetTime,Target2.RESP,Target2.RT,Target2.RTTime
12,1,1,286,Procedure2,List2,5,245,116,1,86,culpatory,culpat,1,5,0,10,1057393,5,632,1058025
12,1,1,379,Procedure2,List2,5,245,117,1,179,dandify,dand,1,5,0,11,1406304,5,629,1406933
12,1,1,216,Procedure2,List2,5,245,118,1,16,dilatory,dilat,1,5,0,10,794773,5,607,795380
12,1,1,267,Procedure2,List2,5,245,119,1,67,dinkier,dink,1,5,0,11,986111,5,651,986762
12,1,1,207,Procedure2,List2,5,245,120,1,7,dizzier,dizz,0,5,0,10,761007,6,493,761500
12,1,1,361,Procedure2,List2,5,245,121,1,161,droning,dron,1,5,0,10,1338772,5,602,1339374
12,1,1,333,Procedure2,List2,5,245,122,1,133,emptier,empt,1,5,0,10,1233724,5,499,1234223
12,1,1,228,Procedure2,List2,5,245,123,1,28,emulatory,emulat,1,5,0,10,839793,5,10,839803
12,1,1,312,Procedure2,List2,5,245,124,1,112,emulsify,emuls,1,5,0,10,1154938,5,582,1155520
12,1,1,269,Procedure2,List2,5,245,125,1,69,felicify,felic,1,5,0,10,993614,5,524,994138
12,1,1,309,Procedure2,List2,5,245,126,1,109,flimsier,flims,0,5,0,10,1143683,6,493,1144176
12,1,1,322,Procedure2,List2,5,245,127,1,122,forcing,forc,1,5,0,10,1192455,5,537,1192992
12,1,1,338,Procedure2,List2,5,245,128,1,138,forging,forg,1,5,0,10,1252483,5,612,1253095
12,1,1,245,Procedure2,List2,5,245,129,1,45,fumify,fum,1,5,0,10,903573,5,669,904242
12,1,1,389,Procedure2,List2,5,245,130,1,189,hortatory,hortat,1,5,0,10,1443821,5,560,1444381
12,1,1,295,Procedure2,List2,5,245,131,1,95,lonelier,lonel,1,5,0,10,1091159,5,610,1091769
12,1,1,274,Procedure2,List2,5,245,132,1,74,monitory,monit,1,5,0,10,1012373,5,596,1012969
12,1,1,229,Procedure2,List2,5,245,133,1,29,nippier,nipp,1,5,0,10,843545,5,594,844139
12,1,1,241,Procedure2,List2,5,245,134,1,41,nuttier,nutt,1,5,0,10,888566,5,965,889531
12,1,1,383,Procedure2,List2,5,245,135,1,183,peskier,pesk,1,5,0,10,1421310,5,623,1421933
12,1,1,235,Procedure2,List2,5,245,136,1,35,punitory,punit,1,5,0,10,866055,5,636,866691
12,1,1,284,Procedure2,List2,5,245,137,1,84,purifier,purif,1,5,0,10,1049890,5,879,1050769
12,1,1,377,Procedure2,List2,5,245,138,1,177,ropier,rop,1,5,0,10,1398800,5,789,1399589
12,1,1,244,Procedure2,List2,5,245,139,1,44,stratify,strat,1,5,0,10,899821,5,1006,900827
12,1,1,238,Procedure2,List2,5,245,140,1,38,terrify,terr,1,5,0,10,877311,5,564,877875
12,1,1,365,Procedure2,List2,5,245,141,1,165,territory,territ,1,5,0,10,1353779,5,587,1354366
12,1,1,330,Procedure2,List2,5,245,142,1,130,garaging,garag,1,5,0,10,1222469,5,530,1222999
12,1,1,264,Procedure2,List2,5,245,143,1,64,gliding,glid,1,5,0,10,974855,5,587,975442
12,1,1,201,Procedure2,List2,5,245,144,1,1,gouging,goug,1,5,0,10,738497,5,627,739124
12,1,1,302,Procedure2,List2,5,245,145,1,102,grating,grat,1,5,0,10,1117421,5,699,1118120
12,1,1,233,Procedure2,List2,5,245,146,1,33,hiking,hik,1,5,0,10,858552,5,627,859179
12,1,1,262,Procedure2,List2,5,245,147,1,62,impeding,imped,1,5,0,10,967352,5,514,967866
12,1,1,328,Procedure2,List2,5,245,148,1,128,lopping,lopp,1,5,0,10,1214966,5,625,1215591
12,1,1,342,Procedure2,List2,5,245,149,1,142,merging,merg,1,5,0,10,1267490,5,717,1268207
12,1,1,336,Procedure2,List2,5,245,150,1,136,parading,parad,1,5,0,10,1244979,5,604,1245583
12,1,1,209,Procedure2,List2,5,246,151,1,9,barmen,barm,1,5,0,10,768511,5,549,769060
12,1,1,384,Procedure2,List2,5,246,152,1,184,brazen,braz,1,5,0,10,1425062,5,511,1425573
12,1,1,206,Procedure2,List2,5,246,153,1,6,broken,brok,1,5,0,10,757255,5,1701,758956
12,1,1,350,Procedure2,List2,5,246,154,1,150,fifteen,fifte,1,5,0,10,1297504,5,558,1298062
12,1,1,318,Procedure2,List2,5,246,155,1,118,gotten,gott,1,5,0,10,1177448,5,856,1178304
12,1,1,369,Procedure2,List2,5,246,156,1,169,happen,happ,1,5,0,10,1368786,5,572,1369358
12,1,1,292,Procedure2,List2,5,246,157,1,92,kitchen,kitch,1,5,0,10,1079904,5,729,1080633
12,1,1,354,Procedure2,List2,5,246,158,1,154,stolen,stol,1,5,0,10,1312510,5,592,1313102
12,1,1,205,Procedure2,List2,5,246,159,1,5,worsen,wors,1,5,0,10,753504,5,228,753732
12,1,1,378,Procedure2,List2,5,246,160,1,178,writhen,writh,1,5,0,10,1402552,5,637,1403189
12,1,1,298,Procedure2,List2,5,246,161,1,98,blemish,blem,1,5,0,10,1102414,5,562,1102976
12,1,1,253,Procedure2,List2,5,246,162,1,53,furbish,furb,1,5,0,10,933586,5,568,934154
12,1,1,392,Procedure2,List2,5,246,163,1,192,skirmish,skirm,1,5,0,10,1455076,5,601,1455677
12,1,1,225,Procedure2,List2,5,246,164,1,25,angrily,angri,1,5,0,10,828538,5,585,829123
12,1,1,321,Procedure2,List2,5,246,165,1,121,bimonthly,bimonth,1,5,0,10,1188704,5,576,1189280
12,1,1,275,Procedure2,List2,5,246,166,1,75,colly,col,1,5,0,10,1016124,5,581,1016705
12,1,1,398,Procedure2,List2,5,246,167,1,198,dishevely,disheve,1,5,0,10,1477586,5,595,1478181
12,1,1,335,Procedure2,List2,5,246,168,1,135,equably,equab,1,5,0,10,1241228,5,539,1241767
12,1,1,372,Procedure2,List2,5,246,169,1,172,glibly,glib,1,5,0,10,1380041,5,557,1380598
12,1,1,237,Procedure2,List2,5,246,170,1,37,humbly,humb,1,5,0,10,873559,5,740,874299
12,1,1,303,Procedure2,List2,5,246,171,1,103,rally,ral,1,5,0,10,1121173,5,587,1121760
12,1,1,239,Procedure2,List2,5,246,172,1,39,spindly,spind,1,5,0,10,881062,5,565,881627
12,1,1,301,Procedure2,List2,5,246,173,1,101,suitably,suitab,1,5,0,10,1113669,5,563,1114232
12,1,1,393,Procedure2,List2,5,246,174,1,193,treacly,treac,1,5,0,10,1458828,5,593,1459421
12,1,1,246,Procedure2,List2,5,246,175,1,46,trembly,tremb,1,5,0,10,907324,5,534,907858
12,1,1,297,Procedure2,List2,5,246,176,1,97,variably,variab,1,5,0,10,1098662,5,546,1099208
12,1,1,323,Procedure2,List2,5,246,177,1,123,baroness,baro,1,5,0,10,1196207,5,496,1196703
12,1,1,257,Procedure2,List2,5,246,178,1,57,deaconess,deaco,1,5,0,10,948593,5,537,949130
12,1,1,340,Procedure2,List2,5,246,179,1,140,guinness,guin,1,5,0,10,1259986,5,701,1260687
12,1,1,327,Procedure2,List2,5,246,180,1,127,haziness,hazi,1,5,0,10,1211214,5,865,1212079
12,1,1,339,Procedure2,List2,5,246,181,1,139,accusor,accus,1,5,0,10,1256235,5,484,1256719
12,1,1,220,Procedure2,List2,5,246,182,1,20,advisor,advis,1,5,0,11,809780,5,655,810435
12,1,1,306,Procedure2,List2,5,246,183,1,106,alluminor,allumin,1,5,0,10,1132428,5,660,1133088
12,1,1,370,Procedure2,List2,5,246,184,1,170,author,auth,1,5,0,10,1372538,5,676,1373214
12,1,1,226,Procedure2,List2,5,246,185,1,26,aviator,aviat,1,5,0,10,832290,5,1049,833339
12,1,1,289,Procedure2,List2,5,246,186,1,89,censor,cens,1,5,0,10,1068648,5,665,1069313
12,1,1,215,Procedure2,List2,5,246,187,1,15,cursor,curs,1,5,0,10,791021,5,783,791804
12,1,1,394,Procedure2,List2,5,246,188,1,194,devisor,devis,1,5,0,10,1462579,5,498,1463077
12,1,1,287,Procedure2,List2,5,246,189,1,87,emperor,emper,1,5,0,10,1061145,5,624,1061769
12,1,1,249,Procedure2,List2,5,246,190,1,49,guarantor,guarant,1,5,0,10,918579,5,423,919002
12,1,1,316,Procedure2,List2,5,246,191,1,116,literator,literat,1,5,0,10,1169945,5,623,1170568
12,1,1,280,Procedure2,List2,5,246,192,1,80,paritor,parit,1,5,0,10,1034883,5,710,1035593
12,1,1,343,Procedure2,List2,5,246,193,1,143,recaptor,recapt,0,5,0,10,1271241,6,486,1271727
12,1,1,283,Procedure2,List2,5,246,194,1,83,redactor,redact,1,5,0,10,1046138,5,679,1046817
12,1,1,299,Procedure2,List2,5,246,195,1,99,tremor,trem,1,5,0,10,1106166,5,490,1106656
12,1,1,349,Procedure2,List2,5,246,196,1,149,vector,vect,1,5,0,10,1293752,5,614,1294366
12,1,1,240,Procedure2,List2,5,246,197,1,40,terribly,terrib,1,5,0,10,884814,5,621,885435
12,1,1,288,Procedure2,List2,5,246,198,1,88,tolerably,tolerab,1,5,0,10,1064897,5,576,1065473
12,1,1,266,Procedure2,List2,5,246,199,1,66,volubly,volub,1,5,0,10,982359,5,531,982890
12,1,1,223,Procedure2,List2,5,246,200,1,23,wiggly,wigg,1,5,0,10,821035,5,736,821771
14,1,1,113,Procedure1,List1,6,1,1,1,113,breadth,bread,1,6,0,10,471598,6,613,472211
14,1,1,5,Procedure1,List1,6,2,2,1,5,hearth,hear,1,6,0,10,66417,6,748,67165
14,1,1,59,Procedure1,List1,6,3,3,1,59,youth,you,1,6,0,10,269007,6,545,269552
14,1,1,143,Procedure1,List1,6,8,8,1,143,career,car,1,6,0,10,584148,6,709,584857
14,1,1,67,Procedure1,List1,6,9,9,1,67,ratify,rat,1,6,0,10,299021,6,602,299623
14,1,1,36,Procedure1,List1,6,10,10,1,36,factory,fact,1,6,0,10,182719,6,635,183354
14,1,1,177,Procedure1,List1,6,11,11,1,177,pillory,pill,1,6,0,10,711705,6,621,712326
14,1,1,54,Procedure1,List1,6,15,15,1,54,seedling,seed,1,6,0,10,250249,6,936,251185
14,1,1,145,Procedure1,List1,6,16,16,1,145,warmth,warm,1,6,0,11,591652,6,565,592217
14,1,1,192,Procedure1,List1,6,17,17,1,192,fourth,four,1,6,0,10,767980,6,577,768557
14,1,1,77,Procedure1,List1,6,18,18,1,77,boyhood,boy,1,6,0,10,336538,6,653,337191
14,1,1,68,Procedure1,List1,6,19,19,1,68,eleventh,eleven,1,6,0,10,302772,6,555,303327
14,1,1,139,Procedure1,List1,6,20,20,1,139,sixth,six,1,6,0,10,569141,6,476,569617
14,1,1,102,Procedure1,List1,6,21,21,1,102,duckling,duck,1,6,0,10,430329,6,619,430948
14,1,1,161,Procedure1,List1,6,22,22,1,161,stardom,star,1,6,0,10,651678,6,609,652287
14,1,1,178,Procedure1,List1,6,23,23,1,178,manhood,man,1,6,0,10,715457,6,565,716022
14,1,1,99,Procedure1,List1,6,33,33,1,99,cashier,cash,1,6,0,10,419074,6,635,419709
14,1,1,34,Procedure1,List1,6,34,34,1,34,solidify,solid,1,6,0,10,175216,6,658,175874
14,1,1,137,Procedure1,List1,6,35,35,1,137,fortify,fort,1,6,0,10,561638,6,555,562193
14,1,1,70,Procedure1,List1,6,36,36,1,70,profiteer,profit,1,6,0,10,310276,6,891,311167
14,1,1,195,Procedure1,List1,6,37,37,1,195,directory,direct,1,6,0,10,779235,6,881,780116
14,1,1,57,Procedure1,List1,6,38,38,1,57,armory,arm,1,6,0,10,261504,6,624,262128
14,1,1,119,Procedure1,List1,6,39,39,1,119,acidify,acid,1,6,0,10,494108,6,599,494707
14,1,1,118,Procedure1,List1,6,40,40,1,118,frontier,front,1,6,0,10,490356,6,583,490939
14,1,1,199,Procedure1,List1,6,41,41,1,199,humidify,humid,1,6,0,10,794242,6,642,794884
14,1,1,26,Procedure1,List1,6,51,51,1,26,witness,wit,1,6,0,10,145202,6,681,145883
14,1,1,42,Procedure1,List1,6,53,53,1,42,listen,list,0,6,0,10,205229,5,1045,206274
14,1,1,101,Procedure1,List1,6,54,54,1,101,pastor,past,1,6,0,10,426578,6,778,427356
14,1,1,150,Procedure1,List1,6,55,55,1,150,banish,ban,1,6,0,10,610410,6,782,611192
14,1,1,73,Procedure1,List1,6,56,56,1,73,heathen,heath,1,6,0,10,321531,6,692,322223
14,1,1,51,Procedure1,List1,6,57,57,1,51,mister,mist,1,6,0,10,238994,6,535,239529
14,1,1,3,Procedure1,List1,6,58,58,1,3,raptor,rapt,1,6,0,10,58914,6,875,59789
14,1,1,74,Procedure1,List1,6,65,65,1,74,helpless,help,1,6,0,10,325283,6,588,325871
14,1,1,151,Procedure1,List1,6,66,66,1,151,chiefly,chief,1,6,0,10,614162,6,806,614968
14,1,1,39,Procedure1,List1,6,67,67,1,39,strongly,strong,1,6,0,10,193974,6,636,194610
14,1,1,7,Procedure1,List1,6,68,68,1,7,deafness,deaf,1,6,0,10,73920,6,1085,75005
14,1,1,127,Procedure1,List1,6,69,69,1,127,deadly,dead,1,6,0,10,524121,6,497,524618
14,1,1,167,Procedure1,List1,6,70,70,1,167,sickness,sick,1,6,0,10,674188,6,619,674807
14,1,1,116,Procedure1,List1,6,71,71,1,116,worthless,worth,1,6,0,10,482853,6,534,483387
14,1,1,6,Procedure1,List1,6,72,72,1,6,thankless,thank,1,6,0,10,70169,6,668,70837
14,1,1,63,Procedure1,List1,6,73,73,1,63,toothless,tooth,1,6,0,10,284014,6,538,284552
14,1,1,126,Procedure1,List1,6,83,83,1,126,tractor,tract,1,6,0,10,520370,6,760,521130
14,1,1,111,Procedure1,List1,6,84,84,1,111,sculptor,sculpt,1,6,0,10,464095,6,709,464804
14,1,1,45,Procedure1,List1,6,85,85,1,45,selfish,self,1,6,0,10,216484,6,565,217049
14,1,1,144,Procedure1,List1,6,86,86,1,144,freshen,fresh,1,6,0,10,587900,6,509,588409
14,1,1,183,Procedure1,List1,6,87,87,1,183,debtor,debt,1,6,0,10,734215,6,606,734821
14,1,1,55,Procedure1,List1,6,88,88,1,55,prayer,pray,1,6,0,10,254001,6,567,254568
14,1,1,61,Procedure1,List1,6,89,89,1,61,professor,profess,1,6,0,10,276511,6,817,277328
14,1,1,107,Procedure1,List1,6,90,90,1,107,soften,soft,1,6,0,10,449088,6,612,449700
14,1,1,10,Procedure1,List1,6,91,91,1,10,fasten,fast,1,6,0,10,85175,6,637,85812
14,1,1,120,Procedure1,List1,6,104,4,1,120,breadth,kind,1,6,0,10,497860,6,519,498379
14,1,1,28,Procedure1,List1,6,105,5,1,28,hearth,dump,1,6,0,11,152706,6,793,153499
14,1,1,8,Procedure1,List1,6,106,6,1,8,youth,ran,1,6,0,10,77672,6,716,78388
14,1,1,85,Procedure1,List1,6,107,7,1,85,pillory,dear,1,6,0,10,366551,6,535,367086
14,1,1,164,Procedure1,List1,6,112,12,1,164,career,hick,0,6,0,10,662933,5,826,663759
14,1,1,153,Procedure1,List1,6,113,13,1,153,ratify,audit,1,6,0,10,621665,6,663,622328
14,1,1,114,Procedure1,List1,6,114,14,1,114,factory,test,1,6,0,10,475350,6,661,476011
14,1,1,81,Procedure1,List1,6,124,24,1,81,seedling,bore,1,6,0,10,351544,6,1006,352550
14,1,1,78,Procedure1,List1,6,125,25,1,78,warmth,ten,1,6,0,10,340289,6,525,340814
14,1,1,138,Procedure1,List1,6,126,26,1,138,fourth,free,1,6,0,10,565390,6,555,565945
14,1,1,133,Procedure1,List1,6,127,27,1,133,boyhood,king,1,6,0,10,546631,6,531,547162
14,1,1,41,Procedure1,List1,6,128,28,1,41,eleventh,sap,1,6,0,10,201477,6,861,202338
14,1,1,60,Procedure1,List1,6,129,29,1,60,sixth,earth,1,6,0,10,272759,6,641,273400
14,1,1,69,Procedure1,List1,6,130,30,1,69,duckling,grow,1,6,0,10,306524,6,563,307087
14,1,1,80,Procedure1,List1,6,131,31,1,80,stardom,serf,0,6,0,10,347793,5,1037,348830
14,1,1,168,Procedure1,List1,6,132,32,1,168,manhood,heal,1,6,0,10,677940,6,619,678559
14,1,1,9,Procedure1,List1,6,142,42,1,9,cashier,class,1,6,0,10,81424,6,692,82116
14,1,1,14,Procedure1,List1,6,143,43,1,14,solidify,hotel,1,6,0,10,100182,6,566,100748
14,1,1,122,Procedure1,List1,6,144,44,1,122,fortify,market,1,6,0,10,505363,6,616,505979
14,1,1,86,Procedure1,List1,6,145,45,1,86,profiteer,just,1,6,0,10,370303,6,535,370838
14,1,1,35,Procedure1,List1,6,146,46,1,35,directory,court,1,6,0,10,178967,6,707,179674
14,1,1,33,Procedure1,List1,6,147,47,1,33,armory,null,1,6,0,10,171464,6,834,172298
14,1,1,21,Procedure1,List1,6,148,48,1,21,acidify,racket,1,6,0,10,126444,6,727,127171
14,1,1,18,Procedure1,List1,6,149,49,1,18,frontier,musket,0,6,0,10,115189,5,855,116044
14,1,1,48,Procedure1,List1,6,150,50,1,48,humidify,cloth,1,6,0,10,227739,6,686,228425
14,1,1,181,Procedure1,List1,6,152,52,1,181,witness,imp,1,6,0,10,726712,6,1062,727774
14,1,1,155,Procedure1,List1,6,159,59,1,155,listen,flow,1,6,0,10,629168,6,536,629704
14,1,1,154,Procedure1,List1,6,160,60,1,154,pastor,trait,1,6,0,10,625417,6,591,626008
14,1,1,149,Procedure1,List1,6,161,61,1,149,banish,limb,1,6,0,10,606658,6,622,607280
14,1,1,176,Procedure1,List1,6,162,62,1,176,heathen,hung,1,6,0,10,707953,6,869,708822
14,1,1,115,Procedure1,List1,6,163,63,1,115,mister,poll,1,6,0,10,479101,6,622,479723
14,1,1,141,Procedure1,List1,6,164,64,1,141,raptor,van,1,6,0,10,576645,6,564,577209
14,1,1,147,Procedure1,List1,6,174,74,1,147,helpless,weak,1,6,0,10,599155,6,470,599625
14,1,1,163,Procedure1,List1,6,175,75,1,163,chiefly,great,1,6,0,10,659182,6,617,659799
14,1,1,17,Procedure1,List1,6,176,76,1,17,strongly,ill,1,6,0,10,111437,6,807,112244
14,1,1,50,Procedure1,List1,6,177,77,1,50,deafness,calm,1,6,0,10,235242,6,519,235761
14,1,1,38,Procedure1,List1,6,178,78,1,38,deadly,death,1,6,0,10,190222,6,604,190826
14,1,1,140,Procedure1,List1,6,179,79,1,140,sickness,waif,0,6,0,10,572893,5,916,573809
14,1,1,82,Procedure1,List1,6,180,80,1,82,worthless,high,1,6,0,10,355296,6,566,355862
14,1,1,200,Procedure1,List1,6,181,81,1,200,thankless,stain,1,6,0,10,797994,6,570,798564
14,1,1,58,Procedure1,List1,6,182,82,1,58,toothless,war,1,6,0,10,265256,6,528,265784
14,1,1,103,Procedure1,List1,6,192,92,1,103,tractor,draw,1,6,0,10,434081,6,555,434636
14,1,1,198,Procedure1,List1,6,193,93,1,198,sculptor,green,1,6,0,10,790490,6,802,791292
14,1,1,172,Procedure1,List1,6,194,94,1,172,selfish,book,1,6,0,10,692947,6,555,693502
14,1,1,130,Procedure1,List1,6,195,95,1,130,freshen,drunk,1,6,0,10,535376,6,554,535930
14,1,1,169,Procedure1,List1,6,196,96,1,169,debtor,fool,1,6,0,10,681692,6,691,682383
14,1,1,12,Procedure1,List1,6,197,97,1,12,prayer,freak,1,6,0,10,92679,6,605,93284
14,1,1,129,Procedure1,List1,6,198,98,1,129,professor,flax,1,6,0,10,531625,6,593,532218
14,1,1,182,Procedure1,List1,6,199,99,1,182,soften,hunt,1,6,0,10,730464,6,606,731070
14,1,1,108,Procedure1,List1,6,200,100,1,108,fasten,sail,1,6,0,11,452840,6,708,453548
14,1,1,400,Procedure2,List2,6,4,4,1,200,kindling,kind,1,6,0,10,1556399,6,644,1557043
14,1,1,295,Procedure2,List2,6,5,5,1,95,dumpling,dump,1,6,0,10,1162473,6,579,1163052
14,1,1,203,Procedure2,List2,6,6,6,1,3,random,ran,1,6,0,10,817319,6,525,817844
14,1,1,351,Procedure2,List2,6,7,7,1,151,dearth,dear,1,6,0,10,1372567,6,664,1373231
14,1,1,356,Procedure2,List2,6,12,12,1,156,hickory,hick,0,6,0,10,1391326,5,768,1392094
14,1,1,286,Procedure2,List2,6,13,13,1,86,auditory,audit,1,6,0,10,1128708,6,792,1129500
14,1,1,314,Procedure2,List2,6,14,14,1,114,testify,test,1,6,0,10,1233755,6,711,1234466
14,1,1,312,Procedure2,List2,6,24,24,1,112,boredom,bore,1,6,0,10,1226252,6,790,1227042
14,1,1,385,Procedure2,List2,6,25,25,1,185,tenth,ten,1,6,0,10,1500124,6,504,1500628
14,1,1,214,Procedure2,List2,6,26,26,1,14,freedom,free,1,6,0,10,858587,6,496,859083
14,1,1,279,Procedure2,List2,6,27,27,1,79,kingdom,king,0,6,0,10,1102446,5,687,1103133
14,1,1,255,Procedure2,List2,6,28,28,1,55,sapling,sap,1,6,0,10,1012406,6,737,1013143
14,1,1,252,Procedure2,List2,6,29,29,1,52,earthling,earth,1,6,0,10,1001151,6,480,1001631
14,1,1,205,Procedure2,List2,6,30,30,1,5,growth,grow,1,6,0,10,824822,6,573,825395
14,1,1,278,Procedure2,List2,6,31,31,1,78,serfdom,serf,1,6,0,10,1098695,6,1142,1099837
14,1,1,348,Procedure2,List2,6,32,32,1,148,health,heal,1,6,0,10,1361312,6,855,1362167
14,1,1,212,Procedure2,List2,6,42,42,1,12,classify,class,1,6,0,10,851084,6,567,851651
14,1,1,335,Procedure2,List2,6,43,43,1,135,hotelier,hotel,1,6,0,10,1312540,6,660,1313200
14,1,1,316,Procedure2,List2,6,44,44,1,116,marketeer,market,1,6,0,11,1241259,6,751,1242010
14,1,1,251,Procedure2,List2,6,45,45,1,51,justify,just,1,6,0,11,997400,6,520,997920
14,1,1,366,Procedure2,List2,6,46,46,1,166,courtier,court,1,6,0,10,1428842,6,700,1429542
14,1,1,369,Procedure2,List2,6,47,47,1,169,nullify,null,1,6,0,10,1440097,6,564,1440661
14,1,1,336,Procedure2,List2,6,48,48,1,136,racketeer,racket,1,6,0,10,1316292,6,884,1317176
14,1,1,269,Procedure2,List2,6,49,49,1,69,musketeer,musket,1,6,0,10,1064930,6,636,1065566
14,1,1,329,Procedure2,List2,6,50,50,1,129,clothier,cloth,1,6,0,10,1290030,6,627,1290657
14,1,1,319,Procedure2,List2,6,52,52,1,119,imply,imp,0,6,0,10,1252514,5,1152,1253666
14,1,1,201,Procedure2,List2,6,59,59,1,1,flower,flow,1,6,0,10,809816,6,956,810772
14,1,1,227,Procedure2,List2,6,60,60,1,27,traitor,trait,1,6,0,10,907359,6,539,907898
14,1,1,368,Procedure2,List2,6,61,61,1,168,limber,limb,1,6,0,10,1436346,6,587,1436933
14,1,1,204,Procedure2,List2,6,62,62,1,4,hunger,hung,1,6,0,10,821071,6,509,821580
14,1,1,337,Procedure2,List2,6,63,63,1,137,pollen,poll,1,6,0,10,1320044,6,708,1320752
14,1,1,211,Procedure2,List2,6,64,64,1,11,vanish,van,1,6,0,10,847332,6,791,848123
14,1,1,215,Procedure2,List2,6,74,74,1,15,weakness,weak,1,6,0,10,862339,6,464,862803
14,1,1,265,Procedure2,List2,6,75,75,1,65,greatly,great,1,6,0,10,1049923,6,563,1050486
14,1,1,292,Procedure2,List2,6,76,76,1,92,illness,ill,1,6,0,10,1151218,6,610,1151828
14,1,1,350,Procedure2,List2,6,77,77,1,150,calmness,calm,1,6,0,11,1368816,6,687,1369503
14,1,1,363,Procedure2,List2,6,78,78,1,163,deathlike,death,1,6,0,10,1417587,6,547,1418134
14,1,1,268,Procedure2,List2,6,79,79,1,68,waiflike,waif,1,6,0,10,1061178,6,916,1062094
14,1,1,283,Procedure2,List2,6,80,80,1,83,highly,high,1,6,0,10,1117453,6,608,1118061
14,1,1,399,Procedure2,List2,6,81,81,1,199,stainless,stain,1,6,0,10,1552648,6,611,1553259
14,1,1,344,Procedure2,List2,6,82,82,1,144,warlike,war,1,6,0,10,1346305,6,566,1346871
14,1,1,374,Procedure2,List2,6,92,92,1,174,drawer,draw,1,6,0,10,1458856,6,653,1459509
14,1,1,293,Procedure2,List2,6,93,93,1,93,greenish,green,1,6,0,10,1154970,6,690,1155660
14,1,1,364,Procedure2,List2,6,94,94,1,164,bookish,book,1,6,0,10,1421339,6,611,1421950
14,1,1,306,Procedure2,List2,6,95,95,1,106,drunken,drunk,1,6,0,10,1203742,6,717,1204459
14,1,1,249,Procedure2,List2,6,96,96,1,49,foolish,fool,1,6,0,10,989896,6,472,990368
14,1,1,294,Procedure2,List2,6,97,97,1,94,freakish,freak,1,6,0,10,1158722,6,594,1159316
14,1,1,266,Procedure2,List2,6,98,98,1,66,flaxen,flax,1,6,0,10,1053675,6,587,1054262
14,1,1,241,Procedure2,List2,6,99,99,1,41,hunter,hunt,1,6,0,10,959883,6,645,960528
14,1,1,387,Procedure2,List2,6,100,100,1,187,sailor,sail,1,6,0,10,1507628,6,504,1508132
14,1,1,273,Procedure2,List2,6,101,1,1,73,kindling,bread,1,6,0,10,1079936,6,590,1080526
14,1,1,280,Procedure2,List2,6,102,2,1,80,dumpling,hear,1,6,0,10,1106198,6,735,1106933
14,1,1,250,Procedure2,List2,6,103,3,1,50,random,you,1,6,0,10,993648,6,920,994568
14,1,1,277,Procedure2,List2,6,108,8,1,77,hickory,car,1,6,0,10,1094943,6,622,1095565
14,1,1,219,Procedure2,List2,6,109,9,1,19,auditory,rat,1,6,0,10,877346,6,592,877938
14,1,1,202,Procedure2,List2,6,110,10,1,2,testify,fact,1,6,0,10,813567,6,525,814092
14,1,1,315,Procedure2,List2,6,111,11,1,115,dearth,pill,1,6,0,10,1237507,6,631,1238138
14,1,1,262,Procedure2,List2,6,115,15,1,62,boredom,seed,1,6,0,10,1038668,6,723,1039391
14,1,1,326,Procedure2,List2,6,116,16,1,126,tenth,warm,1,6,0,10,1278775,6,570,1279345
14,1,1,299,Procedure2,List2,6,117,17,1,99,freedom,four,1,6,0,10,1177480,6,667,1178147
14,1,1,247,Procedure2,List2,6,118,18,1,47,kingdom,boy,1,6,0,10,982393,6,591,982984
14,1,1,395,Procedure2,List2,6,119,19,1,195,sapling,eleven,1,6,0,10,1537641,6,610,1538251
14,1,1,260,Procedure2,List2,6,120,20,1,60,earthling,six,1,6,0,10,1031165,6,666,1031831
14,1,1,221,Procedure2,List2,6,121,21,1,21,growth,duck,1,6,0,10,884849,6,649,885498
14,1,1,357,Procedure2,List2,6,122,22,1,157,serfdom,star,1,6,0,10,1395077,6,601,1395678
14,1,1,354,Procedure2,List2,6,123,23,1,154,health,man,1,6,0,10,1383822,6,585,1384407
14,1,1,285,Procedure2,List2,6,133,33,1,85,classify,cash,1,6,0,11,1124957,6,712,1125669
14,1,1,238,Procedure2,List2,6,134,34,1,38,hotelier,solid,1,6,0,10,948628,6,597,949225
14,1,1,243,Procedure2,List2,6,135,35,1,43,marketeer,fort,1,6,0,10,967386,6,750,968136
14,1,1,382,Procedure2,List2,6,136,36,1,182,justify,profit,1,6,0,10,1488869,6,615,1489484
14,1,1,379,Procedure2,List2,6,137,37,1,179,courtier,direct,1,6,0,10,1477614,6,607,1478221
14,1,1,232,Procedure2,List2,6,138,38,1,32,nullify,arm,1,6,0,10,926118,6,571,926689
14,1,1,298,Procedure2,List2,6,139,39,1,98,racketeer,acid,1,6,0,10,1173728,6,659,1174387
14,1,1,313,Procedure2,List2,6,140,40,1,113,musketeer,front,1,6,0,10,1230003,6,607,1230610
14,1,1,288,Procedure2,List2,6,141,41,1,88,clothier,humid,1,6,0,10,1136212,6,640,1136852
14,1,1,397,Procedure2,List2,6,151,51,1,197,imply,wit,1,6,0,10,1545144,6,731,1545875
14,1,1,398,Procedure2,List2,6,153,53,1,198,flower,list,0,6,0,10,1548896,5,643,1549539
